name,surname,gender,region,allegiance
Max,Sauer,male,3,Tyrell
Florian,Stark,male,9,Stark
Miriam,Hoffmann,female,1,Martell
Selina,Bauer,female,2,Frey
Adrian,Tyrell,male,5,Tyrell
Benjamin,Kuhn,male,2,Tyrell
Fabian,Ludwig,male,1,Stark
Valentin,Ullrich,male,3,Lannister
Milena,Weber,female,1,Baratheon
Katharina,Baumann,female,2,Lannister
Mara,Baratheon,female,10,Baratheon
Daniel,Tyrell,male,7,Tyrell
Miriam,Lannister,female,7,Lannister
Eva,Schubert,female,2,Tyrell
Lenny,Hartmann,male,2,Lannister
Annika,Orlowski,female,3,Tyrell
Leila,Bolton,female,6,Bolton
Zoe,Baumann,female,1,Frey
Wolfgang,Peters,male,2,Tyrell
Malte,Stein,male,3,Tyrell
Maxim,Schuster,male,1,Frey
Annika,Busch,female,3,Baratheon
Elena,Simon,female,1,Targaryen
Jamie,Jäger,male,1,Lannister
Julie,Krämer,female,1,Tyrell
Adrian,Krämer,male,3,Frey
Ole,Koch,male,3,Baratheon
Gabriel,Schulze,male,3,Tyrell
Emily,Dietrich,female,1,Martell
Ida,Schuster,female,1,Martell
Felix,Lannister,male,5,Lannister
Emilia,Schneider,female,2,Baratheon
Malte,Werner,male,1,Lannister
Malte,Horn,male,3,Targaryen
Levi,Winter,male,1,Lannister
Melissa,Tyrell,female,10,Tyrell
Luna,Sommer,female,1,Frey
Luis,Beck,male,3,Bolton
Elias,Lannister,male,10,Lannister
Rafael,Stein,male,1,Frey
Ella,Lange,female,3,Frey
Henry,Stark,male,4,Stark
Bastian,Frank,male,3,Lannister
Bennet,Baratheon,male,10,Baratheon
Daniel,Schwarz,male,3,Martell
Hannes,Schröder,male,3,Frey
Chiara,Günther,female,3,Greyjoy
Selina,Ludwig,female,1,Baratheon
Ann-Julie,Schröder,female,2,Martell
Johannes,Schmidt,male,2,Bolton
Julius,Kaiser,male,2,Tyrell
Bastian,Hahn,male,2,Frey
Justus,Christ,male,1,Lannister
Paul,Frey,male,4,Tyrell
Jan,Seidel,male,1,Lannister
Liam,Wolf,male,2,Martell
Michael,Schäfer,male,2,Lannister
Xenia,Sauer,female,2,Targaryen
Damian,Ziegler,male,2,Targaryen
Jakob,Stein,male,1,Targaryen
Tim,Sommer,male,2,Frey
Olivia,Lang,female,1,Greyjoy
Milena,Tyrell,female,10,Tyrell
Leonie,Baumann,female,3,Tyrell
Fabian,Baratheon,male,9,Baratheon
Elena,Conrad,female,3,Targaryen
Mattis,Frey,male,10,Frey
Charlotte,Herrmann,female,3,Lannister
Maxim,Engel,male,1,Stark
Vanessa,Heinrich,female,1,Frey
Jule,Tyrell,female,9,Tyrell
Emilia,Hahn,female,3,Martell
Yasha,Ziegler,male,3,Martell
Elena,Lannister,female,10,Lannister
Celina,Maier,female,3,Lannister
Simon,Walter,male,2,Baratheon
Marie,Martell,female,9,Martell
Sofia,Weber,female,3,Targaryen
Sophie,Thoma,female,1,Greyjoy
Yasha,Lannister,male,8,Lannister
Kilian,Thoma,male,1,Baratheon
Phil,Vogel,male,3,Frey
Isabella,Berger,female,1,Tyrell
Marie,Tyrell,female,9,Bolton
Nils,Hahn,male,1,Martell
Franziska,Engel,female,2,Baratheon
Jan,Lehmann,male,3,Frey
Eva,Klein,female,3,Martell
Jamie,Stark,male,9,Stark
Josephine,Schulte,female,1,Baratheon
Magdalena,Krämer,female,2,Stark
Adrian,Stark,male,6,Stark
Thomas,Jäger,male,1,Baratheon
Victoria,Martell,female,6,Martell
Lilly,Lang,female,2,Tyrell
Bianca,Pohl,female,3,Lannister
Nick,Kühn,male,2,Tyrell
David,Schuster,male,1,Lannister
Felix,Greyjoy,male,6,Greyjoy
Mia,Stein,female,3,Frey
Mina,Hahn,female,3,Tyrell
Julius,König,male,2,Martell
Mara,Kraus,female,2,Targaryen
Lennard,Schäfer,male,3,Lannister
Emily,Kaiser,female,3,Baratheon
Karl,Frey,male,10,Frey
Jonathan,Tyrell,male,10,Tyrell
Florian,Jung,male,3,Greyjoy
Paul,Dietrich,male,1,Frey
Valentina,Jung,female,1,Baratheon
Maila,Baratheon,female,7,Baratheon
Amelie,Haas,female,3,Stark
Magdalena,Schulze,female,3,Greyjoy
Wolfgang,Stein,male,3,Lannister
Leonard,Berger,male,3,Greyjoy
Merle,Lehmann,female,2,Greyjoy
Bastian,Huber,male,3,Bolton
Leo,Martell,male,4,Martell
Felix,Krüger,male,2,Stark
Lea,Heinrich,female,1,Greyjoy
Julian,Baratheon,male,9,Baratheon
Ella,Beck,female,2,Baratheon
Zoe,Friedrichs,female,3,Lannister
Gabriel,Lannister,male,9,Lannister
Jonathan,Berger,male,3,Lannister
Emil,Groß,male,3,Lannister
Katharina,Horn,female,1,Martell
Sarah,Thoma,female,3,Lannister
Jannik,Simon,male,1,Bolton
Philipp,Frey,male,9,Frey
Lea,Baratheon,female,6,Baratheon
Jakob,Lannister,male,10,Lannister
Anni,Graf,female,1,Lannister
Lennox,Maier,male,2,Bolton
Franziska,Möller,female,3,Baratheon
Florian,Martell,male,5,Martell
Franziska,Martell,female,8,Martell
Selina,Zimmermann,female,1,Frey
Damian,Lannister,male,10,Lannister
Isabella,Schreiber,female,1,Greyjoy
Sophie,Maier,female,2,Greyjoy
Lena,Ullrich,female,1,Martell
Oliver,Ebert,male,1,Lannister
Mats,Frey,male,10,Frey
Tobias,Stark,male,7,Stark
Noel,Haas,male,3,Martell
Julius,Hartmann,male,1,Stark
Marlon,Walter,male,1,Lannister
Aaron,Jäger,male,1,Stark
Dominic,Friedrichs,male,1,Frey
Mila,Maier,female,1,Lannister
Helena,Martell,female,6,Greyjoy
Antonia,Weiß,female,3,Martell
Elias,Krause,male,1,Stark
Greta,Richter,female,3,Lannister
Joshua,Tyrell,male,4,Tyrell
Elias,Martell,male,10,Martell
Lena,Wolf,female,2,Frey
Lennard,Tyrell,male,9,Tyrell
Toni,Martell,male,9,Martell
Bruno,Günther,male,2,Frey
Fabienne,Frank,female,3,Lannister
Nora,Jung,female,3,Frey
Mats,Krämer,male,1,Stark
Jana,Otto,female,3,Tyrell
Julia,Schröder,female,1,Greyjoy
Phil,Krause,male,2,Tyrell
Noah,Walter,male,1,Arryn
Dominic,Vogel,male,1,Stark
Lotta,Groß,female,3,Baratheon
Leon,Schubert,male,2,Targaryen
Sebastian,Schmitz,male,2,Lannister
Zoe,Schwarz,female,1,Stark
Noah,Frey,male,4,Frey
Julia,Voigt,female,1,Martell
Robin,Möller,male,1,Lannister
Artur,Klein,male,1,Lannister
Milan,Baratheon,male,4,Baratheon
Elena,Wolf,female,2,Targaryen
Julia,Baratheon,female,8,Baratheon
Michael,Winkler,male,2,Bolton
Lara,Brandt,female,2,Baratheon
Emelie,Schreiber,female,3,Tyrell
Wenke,Bolton,female,10,Bolton
Xenia,Stark,female,8,Stark
Maxim,Schumacher,male,1,Martell
Marlon,Klein,male,2,Tyrell
Jannis,Lange,male,2,Stark
Rafael,Bolton,male,9,Bolton
Anni,Möller,female,2,Lannister
Isabell,Graf,female,3,Frey
Mara,Sommer,female,3,Stark
Elina,Schreiber,female,1,Lannister
Oskar,Wagner,male,2,Lannister
Celina,Scholz,female,3,Frey
Elina,Sauer,female,1,Lannister
Hannes,Neumann,male,2,Martell
Benjamin,Tyrell,male,8,Tyrell
Samira,Baumann,female,1,Frey
Thomas,Voigt,male,2,Tyrell
Lena,Martell,female,8,Martell
Mara,Becker,female,3,Frey
Doreen,Greyjoy,female,8,Greyjoy
Jona,Stark,male,5,Stark
Finn,Schumacher,male,1,Tyrell
Olivia,Stark,female,9,Stark
Lena,Becker,female,1,Tyrell
Valentin,Baumann,male,1,Baratheon
Anni,Braun,female,1,Martell
Ida,Lannister,female,9,Lannister
Selina,Klein,female,1,Greyjoy
Paulina,Schneider,female,3,Stark
Matteo,Baratheon,male,6,Baratheon
Franziska,Targaryen,female,10,Targaryen
Zoe,Greyjoy,female,9,Greyjoy
Matteo,Herrmann,male,3,Baratheon
Tim,Keller,male,1,Baratheon
Doreen,Haas,female,1,Baratheon
Anni,Baratheon,female,5,Baratheon
Toni,Lang,male,2,Greyjoy
Marlene,Brandt,female,1,Martell
Ulrike,Greyjoy,female,4,Greyjoy
Isabella,Martell,female,10,Martell
Sam,Lannister,male,8,Stark
Elisabeth,Vogel,female,1,Martell
Robert,Martell,male,8,Martell
Bastian,Martell,male,10,Martell
Clara,Arnold,female,1,Targaryen
Victoria,Haas,female,2,Greyjoy
Merle,Arnold,female,2,Tyrell
Alina,Frey,female,4,Frey
Jasmin,Greyjoy,female,6,Greyjoy
Johannes,Christ,male,1,Martell
Lara,Fuchs,female,2,Baratheon
Noel,Bolton,male,8,Bolton
Romy,Fischer,female,1,Stark
Jasmin,Schulze,female,2,Lannister
Jason,Neumann,male,1,Tyrell
Aylin,Bolton,female,6,Bolton
Mara,Pfeiffer,female,3,Lannister
Johann,Werner,male,2,Martell
Emelie,Jäger,female,2,Stark
Emily,Kraus,female,3,Tyrell
Nico,Bolton,male,10,Bolton
Oliver,Möller,male,3,Baratheon
Emil,Baratheon,male,9,Baratheon
Moritz,Schneider,male,1,Frey
Elina,Martell,female,10,Martell
Matteo,Schwarz,male,2,Baratheon
Isabell,Groß,female,1,Baratheon
Frieda,Christ,female,3,Tyrell
Elisa,Otto,female,1,Lannister
Robin,Schumacher,male,1,Martell
Julian,Seidel,male,3,Lannister
Tim,Schubert,male,1,Greyjoy
Marie,Richter,female,3,Lannister
Hannes,Wolf,male,1,Greyjoy
Luise,Simon,female,2,Martell
Johannes,Krüger,male,3,Greyjoy
Yvonne,Schäfer,female,2,Tyrell
Vincent,Schwarz,male,2,Targaryen
Levi,Haas,male,3,Stark
Aylin,Brandt,female,3,Martell
Luis,Lannister,male,10,Tyrell
Mathilda,Lannister,female,9,Lannister
Lukas,Beck,male,3,Frey
Martha,Baratheon,female,9,Stark
Paula,Graf,female,1,Martell
Finn,Ebert,male,3,Lannister
Sofia,Martell,female,8,Martell
Dominic,Ziegler,male,3,Tyrell
Thomas,Kuhn,male,1,Tyrell
Daniel,Hoffmann,male,1,Martell
Ole,Martell,male,9,Martell
Nele,Krämer,female,3,Stark
Charlotte,Günther,female,2,Baratheon
Aylin,Kühn,female,3,Greyjoy
Aylin,Vogel,female,2,Frey
Isabell,Döring,female,2,Baratheon
Franziska,Lang,female,2,Frey
Tobias,Beck,male,3,Frey
Xaver,Bergmann,male,1,Martell
Franziska,Werner,female,1,Martell
Anton,Frey,male,8,Frey
Valentina,Greyjoy,female,8,Greyjoy
Charlotte,Voigt,female,1,Lannister
Johann,Lorenz,male,2,Tyrell
Emma,Pfeiffer,female,3,Lannister
Dieter,Groß,male,2,Frey
Xenia,Sauer,female,2,Frey
Theresa,Lannister,female,6,Lannister
Doreen,Sauer,female,3,Greyjoy
Paul,Ullrich,male,2,Tyrell
Nick,Martin,male,1,Frey
Julian,Conrad,male,2,Greyjoy
Josephine,Ebert,female,2,Tyrell
Emil,Frank,male,3,Targaryen
Stella,Thiele,female,1,Tyrell
Sarah,Baratheon,female,6,Baratheon
Ben,Lannister,male,9,Greyjoy
Ulrich,Keller,male,1,Arryn
Emily,Keller,female,1,Stark
Damian,Arryn,male,6,Arryn
Jannik,Vogel,male,1,Tyrell
Jason,Martell,male,10,Martell
Robert,Horn,male,2,Stark
Fabienne,Tyrell,female,9,Tyrell
Daniel,Pfeiffer,male,3,Tyrell
Magdalena,Tyrell,female,5,Targaryen
Simon,Jung,male,2,Lannister
Nils,Martin,male,1,Baratheon
Gunter,Tyrell,male,9,Tyrell
Julia,Lange,female,1,Baratheon
Jannik,Seidel,male,2,Martell
Maja,Tyrell,female,10,Tyrell
Julian,Müller,male,3,Frey
Celina,Ebert,female,3,Lannister
Valentin,Hoffmann,male,1,Frey
Paulina,Weber,female,1,Lannister
Emma,Schwarz,female,1,Lannister
Jayden,Krüger,male,2,Martell
Josephine,Lannister,female,8,Lannister
Levin,Fuchs,male,2,Tyrell
Moritz,Schulze,male,3,Greyjoy
Paul,Schumacher,male,1,Martell
Katharina,Keller,female,2,Stark
Greta,Kuhn,female,3,Martell
Marlene,Frey,female,6,Frey
Jona,Stark,male,7,Stark
Leonard,Tyrell,male,9,Tyrell
Mina,Baratheon,female,6,Baratheon
Elisabeth,Ilsner,female,2,Bolton
Nora,Ludwig,female,1,Stark
Anna,Simon,female,1,Martell
Noah,Tyrell,male,6,Tyrell
Mia,Herrmann,female,2,Lannister
Mathilda,Krüger,female,1,Targaryen
Matteo,Stark,male,6,Stark
Bastian,Tyrell,male,5,Tyrell
Chiara,Tyrell,female,7,Tyrell
Isabell,Peters,female,1,Targaryen
Melina,Lange,female,3,Martell
Nina,Tyrell,female,9,Tyrell
Oskar,Hoffmann,male,2,Bolton
Linda,Martin,female,1,Bolton
Maxim,Targaryen,male,8,Targaryen
Zoey,Lange,female,3,Lannister
Rafael,Lange,male,3,Martell
Luna,Schreiber,female,3,Lannister
Amelie,Peters,female,1,Lannister
Levi,Tyrell,male,10,Tyrell
Jolina,Walter,female,1,Lannister
Stella,Seidel,female,2,Targaryen
Samuel,Döring,male,3,Lannister
Emilia,Schwarz,female,3,Lannister
Carlotta,Roth,female,2,Bolton
Levi,Christ,male,1,Stark
Ella,Rams,female,1,Martell
Sebastian,Conrad,male,2,Lannister
Vanessa,Berger,female,1,Martell
Sofia,Martin,female,3,Greyjoy
Romy,Maier,female,1,Tyrell
Theo,Thiele,male,1,Martell
Lian,Pohl,male,3,Lannister
Leonard,Martell,male,8,Martell
Mattis,Maier,male,2,Stark
Finn,Tyrell,male,10,Tyrell
Ole,Vogel,male,1,Lannister
Lennard,Frank,male,3,Lannister
Sina,Müller,female,2,Frey
Victoria,Baumann,female,2,Targaryen
Ulrich,Lang,male,2,Baratheon
Robert,Kühn,male,1,Frey
Levin,Arnold,male,2,Frey
Helena,Dietrich,female,3,Tyrell
Anton,Martell,male,10,Martell
Leila,Wolf,female,3,Lannister
Kilian,Martin,male,1,Lannister
Aaron,Richter,male,2,Baratheon
Wolfgang,Maier,male,3,Frey
Clara,Lange,female,1,Martell
Wenke,Rams,female,3,Bolton
Yasha,Conrad,male,2,Frey
Valentina,Frey,female,5,Frey
Marlene,Schuster,female,3,Baratheon
Melina,Heinrich,female,2,Lannister
Liam,Schultz,male,2,Lannister
Philipp,Tyrell,male,10,Tyrell
Yvonne,Schulte,female,1,Tyrell
Vincent,Sauer,male,2,Baratheon
Oliver,Ilsner,male,1,Martell
Anton,Rams,male,2,Tyrell
Maila,Bolton,female,8,Bolton
Clara,Lange,female,3,Stark
Lukas,Tyrell,male,6,Tyrell
Lukas,Huber,male,2,Lannister
Lea,Berger,female,2,Tyrell
Jolina,Fuchs,female,2,Greyjoy
Daniel,Werner,male,3,Tyrell
Levi,Pohl,male,3,Martell
Pauline,Lehmann,female,1,Martell
Marlon,Baratheon,male,9,Baratheon
Maila,Ingerfurth,female,1,Martell
Xaver,Stark,male,8,Stark
Melina,Schäfer,female,2,Lannister
Levi,Klein,male,2,Frey
Ella,Schmitz,female,3,Baratheon
Leni,Stark,female,5,Stark
Ella,Schmidt,female,3,Martell
Romy,Tyrell,female,10,Tyrell
Max,Martell,male,5,Martell
Jannis,Lorenz,male,2,Stark
Wolfgang,Thiele,male,3,Tyrell
Jan,Krause,male,2,Targaryen
Daniel,Schulze,male,2,Lannister
Jonathan,Peters,male,1,Stark
Toni,König,male,1,Baratheon
Sofia,Schulte,female,1,Lannister
Carlotta,Albrecht,female,2,Frey
Justus,Tyrell,male,4,Tyrell
Bennet,Schumacher,male,3,Stark
Alina,Winkler,female,3,Martell
Luna,Orlowski,female,2,Frey
Nils,Ullrich,male,1,Frey
Aylin,Engel,female,3,Stark
Annika,Martell,female,6,Martell
Jona,Frey,male,10,Frey
Nele,Simon,female,2,Tyrell
Linus,Kuhn,male,3,Frey
Sam,Winter,male,2,Greyjoy
Leila,Lannister,female,8,Lannister
Mats,Stark,male,5,Stark
Pauline,Scholz,female,1,Targaryen
Luca,Berger,male,1,Greyjoy
Luca,Beck,male,2,Stark
Philipp,Schmitt,male,3,Lannister
Sophie,Tyrell,female,10,Tyrell
Maximilian,Krüger,male,1,Tyrell
Helene,Sommer,female,1,Baratheon
Martha,Jung,female,1,Lannister
Lennard,Martell,male,8,Greyjoy
Milan,Lorenz,male,3,Greyjoy
Clara,Lannister,female,6,Targaryen
Johanna,Böhm,female,1,Lannister
Joel,Friedrichs,male,3,Tyrell
Jakob,Martell,male,9,Martell
Luis,Schumacher,male,3,Baratheon
Yvonne,Martin,female,1,Tyrell
Mika,Köhler,male,1,Frey
Bruno,Müller,male,1,Bolton
Henry,Scholz,male,2,Stark
Maila,Bergmann,female,1,Targaryen
Paula,Tyrell,female,8,Tyrell
Noel,Targaryen,male,9,Targaryen
Charlotte,Böhm,female,3,Martell
Lara,Roth,female,1,Bolton
Annika,Schmitz,female,3,Greyjoy
Lucy,Roth,female,1,Targaryen
Martha,Lannister,female,7,Lannister
Mathilda,Kühn,female,2,Lannister
Anna,Simon,female,2,Frey
Leni,Richter,female,1,Targaryen
Colin,Frey,male,6,Frey
Michael,Brandt,male,2,Lannister
Mats,Frey,male,6,Frey
Leni,Tyrell,female,8,Tyrell
Sarah,Friedrichs,female,2,Greyjoy
Ole,Christ,male,2,Martell
Lenny,Krämer,male,2,Greyjoy
Martin,Krüger,male,3,Lannister
Johann,Lehmann,male,3,Frey
Isabell,Schneider,female,3,Baratheon
Romy,Werner,female,1,Baratheon
Bastian,Müller,male,3,Frey
Zoe,Günther,female,1,Lannister
Linda,Wolf,female,2,Tyrell
Anton,Orlowski,male,2,Lannister
Maria,Scholz,female,2,Targaryen
Leonard,Walter,male,3,Tyrell
Robin,Kraus,male,2,Baratheon
Samuel,Martell,male,8,Martell
Mina,Döring,female,1,Baratheon
Ingo,Frey,male,5,Frey
Pauline,Lannister,female,8,Lannister
Sebastian,Peters,male,3,Martell
Vanessa,Targaryen,female,10,Targaryen
Theo,Sommer,male,3,Greyjoy
Xaver,Hoffmann,male,2,Lannister
Damian,Neumann,male,2,Tyrell
Frieda,Lang,female,2,Greyjoy
Lotta,Wagner,female,1,Greyjoy
Bruno,Vogt,male,3,Lannister
Celina,Frey,female,10,Frey
Benedikt,Bolton,male,7,Martell
Merle,Koch,female,1,Martell
Mika,Hahn,male,1,Frey
Leon,Baratheon,male,8,Baratheon
Maxim,Baratheon,male,5,Baratheon
Annabell,Roth,female,1,Martell
Hannah,Stark,female,8,Stark
Laura,Meyer,female,1,Frey
Paulina,Krüger,female,1,Greyjoy
Anni,Lange,female,3,Lannister
Leo,Ludwig,male,1,Stark
Nils,Kaiser,male,2,Baratheon
Matteo,Herrmann,male,1,Martell
Annabell,Lannister,female,10,Lannister
Romy,Bauer,female,2,Martell
Xaver,Dietrich,male,2,Martell
Milan,Schmidt,male,2,Stark
Mina,Hoffmann,female,3,Lannister
Aaron,Schäfer,male,2,Lannister
Leni,Weiß,female,2,Greyjoy
Maximilian,Wagner,male,1,Martell
Sophie,Frey,female,4,Frey
Lena,Lang,female,3,Lannister
Benjamin,Frey,male,10,Frey
Sina,Jäger,female,1,Frey
Leni,Tyrell,female,10,Tyrell
Xaver,Tyrell,male,10,Tyrell
Felix,Stark,male,7,Stark
Nele,Pohl,female,2,Martell
Johann,Schumacher,male,1,Targaryen
Leonard,Lang,male,3,Martell
Mathilda,Groß,female,2,Stark
Yvonne,Frey,female,9,Frey
Theo,Tyrell,male,10,Tyrell
Magdalena,Lannister,female,9,Bolton
Bastian,Dietrich,male,3,Stark
Helena,Schubert,female,2,Martell
Gunter,Hahn,male,3,Lannister
Pauline,Winter,female,2,Tyrell
Maja,Horn,female,2,Lannister
Daniel,Rams,male,1,Greyjoy
Sarah,Friedrichs,female,2,Targaryen
Jakob,Lannister,male,10,Lannister
Linus,Müller,male,3,Martell
Isabella,Otto,female,2,Baratheon
Zoe,Pfeiffer,female,1,Targaryen
Zoey,Lannister,female,8,Lannister
Melissa,Rams,female,2,Lannister
Elisa,Orlowski,female,2,Arryn
Konstantin,Lannister,male,6,Lannister
Antonia,Schwarz,female,2,Baratheon
Anna,Schäfer,female,2,Frey
Elina,König,female,3,Tyrell
Anni,Jäger,female,2,Bolton
Jonas,Günther,male,2,Tyrell
Jasmin,Schubert,female,3,Tyrell
Celina,Koch,female,3,Lannister
Isabell,Busch,female,3,Lannister
Michael,Frank,male,3,Stark
Rafael,Müller,male,3,Martell
Marie,Lorenz,female,1,Greyjoy
Wolfgang,Weber,male,1,Lannister
Kilian,Bolton,male,10,Bolton
Marlene,Targaryen,female,9,Targaryen
Annabell,Weber,female,1,Stark
Katharina,Tyrell,female,8,Tyrell
Till,Schmitz,male,3,Stark
Jamie,Pohl,male,3,Targaryen
Sarah,Krause,female,3,Lannister
Isabell,Sauer,female,3,Tyrell
Ulrike,Weber,female,1,Martell
Mila,Stein,female,1,Tyrell
Helene,Arnold,female,2,Tyrell
Joel,Braun,male,1,Frey
Marie,Kühn,female,2,Martell
Noah,Lange,male,2,Baratheon
Julie,Ullrich,female,3,Baratheon
Noah,Keller,male,2,Lannister
Zoey,Jung,female,1,Frey
Lucy,Kraus,female,1,Stark
Lilly,Schuster,female,2,Bolton
Lilly,Thoma,female,2,Frey
Lilly,Herrmann,female,3,Baratheon
Tom,Schwarz,male,3,Bolton
Justus,Günther,male,3,Tyrell
Ben,Horn,male,3,Lannister
Bianca,Weber,female,2,Targaryen
Henry,Kühn,male,2,Frey
Katharina,Jäger,female,1,Tyrell
Joshua,Fischer,male,2,Martell
Nele,Tyrell,female,10,Tyrell
Aaron,Otto,male,3,Lannister
Emilia,Scholz,female,3,Martell
Mats,Nebert,male,2,Tyrell
Milan,Stark,male,9,Stark
Aaron,Schmitt,male,2,Tyrell
Yvonne,Schwarz,female,2,Martell
Selina,Becker,female,2,Greyjoy
Liam,Martell,male,4,Martell
Fabian,Franke,male,1,Frey
Ella,Franke,female,3,Lannister
Luis,Winter,male,2,Bolton
Julie,Schröder,female,2,Lannister
Vanessa,Seidel,female,1,Martell
Lena,Otto,female,2,Frey
Yvonne,Ullrich,female,1,Stark
Vanessa,Schwarz,female,3,Tyrell
Sebastian,Teichmann,male,3,Baratheon
Aylin,Döring,female,2,Lannister
Florian,Schreiber,male,1,Arryn
Henry,Busch,male,2,Frey
Levin,Martell,male,6,Martell
Christian,Stark,male,9,Stark
Jona,Brandt,male,2,Greyjoy
Benjamin,Schulze,male,1,Martell
Celina,Albrecht,female,2,Tyrell
Lea,Herrmann,female,3,Stark
Dominic,Schulte,male,1,Martell
Celina,Döring,female,3,Tyrell
Celina,Winkler,female,1,Martell
Finn,Otto,male,1,Lannister
Olivia,Baratheon,female,6,Baratheon
Helena,Müller,female,1,Frey
Julia,Frey,female,7,Frey
Nora,Arnold,female,1,Baratheon
Maria,Beck,female,3,Stark
Tom,Lannister,male,8,Lannister
Till,Möller,male,2,Lannister
Annika,Jäger,female,3,Lannister
Jonathan,Kraus,male,2,Bolton
Luis,Schulte,male,1,Stark
Mika,Martell,male,9,Martell
Hannes,Greyjoy,male,7,Greyjoy
Jasmin,Seidel,female,2,Martell
Sebastian,Fischer,male,2,Baratheon
Malte,Greyjoy,male,9,Greyjoy
Lennox,Dietrich,male,2,Targaryen
Erik,Roth,male,1,Lannister
Jamie,Köhler,male,1,Tyrell
Martin,Vogel,male,3,Greyjoy
Celina,Wolf,female,2,Frey
Maria,Orlowski,female,2,Arryn
Mina,Frey,female,7,Frey
Milena,Thiele,female,1,Martell
Lara,Groß,female,2,Lannister
Johannes,Baumann,male,2,Greyjoy
Jana,Schmitz,female,2,Tyrell
Leon,Neumann,male,2,Lannister
Matteo,Schulte,male,1,Greyjoy
Carlotta,Tyrell,female,10,Tyrell
Jasmin,Schulte,female,2,Greyjoy
Zoey,Köhler,female,1,Tyrell
Vanessa,Rams,female,3,Lannister
Dominic,Richter,male,2,Targaryen
Maja,Arnold,female,2,Tyrell
Toni,Pfeiffer,male,1,Frey
Christian,Hoffmann,male,1,Frey
Tim,Döring,male,2,Stark
Johannes,Becker,male,3,Targaryen
Nora,Greyjoy,female,4,Greyjoy
Fabienne,Huber,female,1,Lannister
Mats,Peters,male,2,Bolton
Anna,Ullrich,female,1,Baratheon
Melina,Tyrell,female,7,Martell
Lenny,Schmidt,male,3,Targaryen
Marie,Ludwig,female,1,Tyrell
Florian,Pfeiffer,male,3,Frey
Robin,Seidel,male,2,Martell
Emil,Sauer,male,1,Baratheon
Chiara,Weber,female,2,Lannister
Selina,Ilsner,female,2,Frey
Selina,Bauer,female,3,Lannister
Lenny,Baratheon,male,4,Baratheon
Ann-Julie,Lannister,female,9,Lannister
Merle,Döring,female,1,Greyjoy
Philipp,Christ,male,3,Baratheon
Lian,Vogel,male,3,Lannister
Noel,Nebert,male,2,Lannister
Jason,Maier,male,2,Greyjoy
Marlon,Voigt,male,2,Martell
Nico,Fischer,male,3,Martell
Amelie,Heinrich,female,3,Martell
Xenia,Simon,female,1,Lannister
Luise,Ebert,female,3,Martell
Joshua,Thoma,male,1,Lannister
Luca,Simon,male,2,Martell
Paula,Stark,female,9,Stark
Merle,Sauer,female,3,Bolton
Valentin,Kraus,male,3,Frey
Xenia,Schumacher,female,3,Tyrell
Jolina,Schmidt,female,3,Lannister
Aylin,Lannister,female,9,Lannister
Jannis,Conrad,male,2,Lannister
Helene,Braun,female,3,Lannister
Merle,Lannister,female,8,Lannister
Martha,Beck,female,1,Martell
Lennard,Lannister,male,8,Lannister
Ann-Julie,Kuhn,female,2,Baratheon
Isabella,Thoma,female,2,Frey
Luna,Schulze,female,3,Martell
Bennet,Kühn,male,2,Martell
Lisa,Schröder,female,1,Greyjoy
Linus,Busch,male,2,Tyrell
Erik,Kaiser,male,3,Frey
Benjamin,Voigt,male,3,Lannister
Jasmin,Otto,female,1,Frey
Ben,Kühn,male,1,Tyrell
Josephine,Koch,female,1,Greyjoy
Franziska,Lannister,female,7,Lannister
Ulrich,Braun,male,1,Frey
Lukas,Baratheon,male,8,Baratheon
Magdalena,Seidel,female,3,Greyjoy
Joshua,Bolton,male,4,Bolton
Valentin,Becker,male,2,Martell
Bastian,Franke,male,1,Frey
Stella,Hartmann,female,1,Tyrell
Lina,Franke,female,3,Tyrell
Laura,Fischer,female,2,Tyrell
Jason,Pfeiffer,male,3,Stark
Rafael,Tyrell,male,9,Targaryen
Ulrike,Stark,female,4,Stark
Carlotta,Ilsner,female,2,Greyjoy
Stella,Hahn,female,3,Stark
Lenny,Schwarz,male,1,Greyjoy
Robin,Stark,male,6,Stark
Maxim,Vogt,male,3,Targaryen
Robert,Wolf,male,1,Martell
Vanessa,Maier,female,3,Bolton
Jannis,Vogt,male,1,Targaryen
Zoey,Fischer,female,1,Lannister
Johannes,Ziegler,male,3,Lannister
Lara,Frey,female,6,Frey
Leonie,Busch,female,2,Martell
Leonard,Maier,male,3,Martell
Johannes,Lannister,male,9,Lannister
Maximilian,Engel,male,3,Lannister
Leon,Orlowski,male,1,Lannister
Fabienne,Ziegler,female,3,Frey
Elina,Müller,female,2,Stark
Rafael,Müller,male,2,Baratheon
Emma,Stark,female,9,Stark
Dominic,Martell,male,7,Martell
Isabella,Döring,female,2,Martell
Zoe,Zimmermann,female,3,Stark
Isabell,Christ,female,3,Lannister
Tom,Lannister,male,9,Lannister
Isabella,Jung,female,1,Martell
Ida,Engel,female,3,Greyjoy
Valentina,Walter,female,2,Baratheon
Fiona,Vogt,female,1,Lannister
Bastian,Schmitz,male,1,Bolton
Mara,Fuchs,female,2,Arryn
Max,Schreiber,male,3,Lannister
Bianca,Lehmann,female,3,Lannister
David,Tyrell,male,10,Tyrell
Sam,Thoma,male,1,Frey
Oliver,Hoffmann,male,3,Bolton
