killerID,killerName,killerSurname,victimID,victimName,victimSurname
0766,Silvester,Masarik,2514,Lucyna,Zajac
4806,Mathijs de,Jong,1354,Mugur,Niculescu
1234,Zamfir,Petrascu,0610,Veronika,Melichar
1806,Anael,Lannister,1458,Cezara,Malutan
1806,Anael,Lannister,1818,Paul,Rolland
1951,Evan,Stark,3987,Anna,Nordin
1951,Evan,Stark,3690,Linnea,Targaryen
1951,Evan,Stark,0770,Sofia,Stark
1951,Evan,Stark,4818,Pieter,Hendriks
1951,Evan,Stark,0720,Margareta,Richtar
1951,Evan,Stark,0103,Anna,Frey
1951,Evan,Stark,0804,Branislava,Riha
1951,Evan,Stark,4768,Noortje,Sanders
2825,Igor,Mazurek,0373,Jana,Tyrell
3735,Johanna,Wigren,2573,Witold,Wieczorek
0691,Irma,Martincek,4869,Klaas,Dekker
2479,Giorgia,Lannister,4021,Hugo,Jurgenson
4159,Milana,Rand,4282,Oliver,Frey
4466,Sandra,Grigorieva,1067,Evelina,Russo
4433,Sander,Kallas,3500,Casper,Bergman
0698,Gejza,Bena,0216,Konstantin,Jager
1045,Violeta,Brancoveanu,2122,Fabio,Orlando
1045,Violeta,Brancoveanu,3016,Arttu,Jarvinen
3074,Tiina,Jarvinen,4428,Arina,Rebane
3073,Eero,Nieminen,3137,Katja,Virtanen
4365,Mari-Liis,Greyjoy,1950,Thomas,Arryn
2199,Vincenzo,Piras,4681,Aart de,Greyjoy
1719,Adrien,Baratheon,1780,Mathieu,Jacquet
0854,Milota,Sidlo,2470,Sara,Frey
1273,Eftimie,Hodorogea,3815,Elvira,Baratheon
0651,Olympia,Baratheon,0826,Felix,Martell
0651,Olympia,Baratheon,0549,Branislava,Valenta
0651,Olympia,Baratheon,3557,Johan,Zetterberg
1882,Thomas,Giraud,2273,Caterina,Piras
1882,Thomas,Giraud,0090,Robin,Thoma
1317,Iuliana,Lipatti,1566,Maryam,Lannister
0602,Albin,Risko,3069,Johanna,Kosunen
0602,Albin,Risko,0162,Luna,Conrad
1872,Sara,Chauvin,2917,Zofia,Bolton
1408,Viorela,Lupu,3713,Andreas,Greyjoy
2325,Stefano,Caruso,1926,Mohamed,Barre
0644,Zlatko,Andrasik,0295,Lian,Schwarz
3430,Leena,Nieminen,4466,Sandra,Grigorieva
4932,Geert,Hofman,3140,Yrjo,Ihalainen
3601,Kajsa,Ohlin,2842,Kaja,Sikora
3504,Arvid,Zetterberg,3484,Verneri,Heikkinen
4280,Hugo,Ots,2295,Gianluca,Cattaneo
0324,Clara,Martell,4397,Polina,Tyrell
0635,Gabriel,Farkasovsky,4369,Marten,Vasiliev
0635,Gabriel,Farkasovsky,1437,Anca,Gheorghe
0057,Anton,Kraus,2347,Giuseppe,Grasso
3777,Ella,Stark,1685,Candice,Brun
4958,Wim van de,Velde,1470,Ecaterina,Baratheon
0673,Blahoslav,Visnovsky,0301,Michael,Martell
0673,Blahoslav,Visnovsky,4959,Luuk van der,Velden
0673,Blahoslav,Visnovsky,4251,Artjom,Jakovlev
0673,Blahoslav,Visnovsky,1501,Quentin,Gay
0457,Merle,Stark,3334,Juha,Jokinen
0457,Merle,Stark,4954,Leentje van der,Ven
0457,Merle,Stark,3748,Ebba,Ohlin
0457,Merle,Stark,0527,Terezia,Magal
0878,Dalibor,Michalech,2439,Elisa,Caruso
2415,Giorgia,Rizzo,3201,Erkki,Frey
3225,Johannes,Jarvinen,1283,Julieta,Lazareanu
2500,Irena,Lis,0545,Perla,Feldek
4674,Renske van der,Linden,0599,Petra,Kostka
1573,Ines,Francois,0206,Doreen,Fuchs
1170,Amza,Greyjoy,2546,Ludwik,Martell
3820,Linnea,Martell,0697,Kornel,Medvecky
1111,Zeno,Valuta,0381,Luisa,Engel
0732,Boleslav,Lannister,4596,Mirthe,Kuijpers
0582,Lydia,Masar,1366,Casian,Petrascu
2144,Alberto,Ruggiero,4102,Arina,Jakovlev
3895,Edvin,Targaryen,1211,Nora,Frey
3895,Edvin,Targaryen,1802,Noe,Cousin
3895,Edvin,Targaryen,0766,Silvester,Masarik
3895,Edvin,Targaryen,4726,Heleen,Mulder
3895,Edvin,Targaryen,0544,Urban,Cesnak
3895,Edvin,Targaryen,1856,Renaud,Weber
1543,Nicolas,Gilbert,3535,Edvin,Frey
1543,Nicolas,Gilbert,3926,Astrid,Carlstedt
2215,Claudia,Lombardo,2964,Witold,Bolton
1992,Maceo,Hoarau,0271,Emilia,Weber
4323,Hanna,Aleksandrov,2186,Giorgio,Villa
2594,Dawid,Kubiak,2049,Vincenzo,Frey
3842,Anna,Wigren,1163,Salomea,Braghis
3842,Anna,Wigren,3237,Marjut,Heikkinen
4556,Ineke,Schipper,1935,Angelina,Meunier
4702,Pieter,Wolters,3325,Marja,Laine
1699,Marine,Lefevre,1049,Aristita,Lannister
2618,Adam,Michalak,1731,Emile,Giraud
3058,Pekka,Frey,1598,Elena,Guillaume
0942,Oto,Vlk,0987,Agnesa,Bednar
1016,Marinela,Iliescu,0993,Bozidara,Hoza
1016,Marinela,Iliescu,3310,Johannes,Yrjola
1654,Felix,Renault,4995,Willem de,Haan
3159,Mikael,Tyrell,0440,Tobias,Lannister
3159,Mikael,Tyrell,4882,Vincent,Bolton
4451,Peeter,Vasiliev,0713,Ferdinand,Huska
4451,Peeter,Vasiliev,3735,Johanna,Wigren
4422,Robin,Teder,4117,Milana,Raud
2859,Iga,Michalak,1843,Noah,Boyer
4441,Kirill,Nikolaev,4156,Mari,Kalda
1676,Lisa,Lejeune,1353,Eliana,Datcu
4845,Laura,Schouten,3436,Emma,Toivonen
3228,Paivi,Koskinen,4803,Mark van der,Arryn
4927,Bas van,Dongen,4817,Eva,Schouten
0090,Robin,Thoma,1611,Lutecia,Carlier
2291,Antonio,Tyrell,1834,Anais,Meyer
1697,Loevan,Millet,0472,Melissa,Frank
0054,Benedikt,Kaiser,4496,Aleksander,Ilves
2906,Roch,Targaryen,0155,Ulrike,Kruger
2906,Roch,Targaryen,1663,Manon,Poirier
2906,Roch,Targaryen,2909,Mateusz,Pawlak
2906,Roch,Targaryen,0746,Bronislava,Martell
2906,Roch,Targaryen,3356,Kristiina,Heikkinen
2906,Roch,Targaryen,0949,Michaela,Tyrell
2906,Roch,Targaryen,3085,Jussi,Frey
2906,Roch,Targaryen,3446,Juha,Baratheon
2906,Roch,Targaryen,3968,Vendela,Bagge
2906,Roch,Targaryen,1732,Marc,Perrin
2906,Roch,Targaryen,0353,Sebastian,Schubert
2906,Roch,Targaryen,0063,Emil,Fuchs
2906,Roch,Targaryen,1639,Maryam,Vasseur
2906,Roch,Targaryen,4360,Anna,Martell
2906,Roch,Targaryen,3798,Elin,Carlstedt
1441,Maximilian,Fratila,3447,Jouni,Heikkinen
1101,Tudorita,Burdujan,4886,Stefan van den,Brink
0912,Silvia,Beno,3203,Jyri,Lannister
1991,Maceo,Jacquet,0197,Melina,Albrecht
0693,Daniela,Hrdlicka,3117,Risto,Yrjola
0747,Augustin,Vicena,4354,Maarja,Bolton
2212,Luca,Parisi,0347,Ben,Baratheon
1394,Norman,Martell,4688,Annelies,Kuipers
1394,Norman,Martell,4609,Nelleke van,Beek
1394,Norman,Martell,4668,Maaike,Smit
0462,Luna,Teichmann,1173,Ivan,Pirvu
2203,Giada,Targaryen,4414,Eliise,Aleksandrov
2203,Giada,Targaryen,2553,Weronika,Wilk
2203,Giada,Targaryen,1994,Yanis,Aubry
2203,Giada,Targaryen,4928,Evert van,Vliet
2203,Giada,Targaryen,1625,Bruno,Roche
2203,Giada,Targaryen,3702,Anton,Wahlgren
1515,Leonard,Lecomte,2239,Pietro,Mazza
4803,Mark van der,Arryn,2577,Konrad,Janik
4803,Mark van der,Arryn,4652,Christien van der,Horst
4803,Mark van der,Arryn,4653,Paul,Kok
1774,Lucas,Dumas,2229,Francesca,Martino
0637,Ervin,Baratheon,1698,Kylian,Martell
0637,Ervin,Baratheon,1959,Pierre,Faure
0637,Ervin,Baratheon,3279,Sanna,Siniranta
0637,Ervin,Baratheon,0192,Johanna,Richter
0637,Ervin,Baratheon,1938,Lorenzo,Lannister
0637,Ervin,Baratheon,4191,Joosep,Kuznetsov
0637,Ervin,Baratheon,2782,Janusz,Kolodziej
0637,Ervin,Baratheon,3454,Jyri,Lahteenmaki
0637,Ervin,Baratheon,1660,Luna,Greyjoy
0637,Ervin,Baratheon,3240,Maria,Miettinen
2846,Leon,Duda,3390,Teemu,Yrjola
1812,Lea,Bouvier,3276,Tarja,Vaananen
1812,Lea,Bouvier,3761,Elsa,Frey
4147,Sandra,Orlov,1543,Nicolas,Gilbert
0547,Bozidara,Janko,3199,Tuomas,Laine
0847,Karina,Frey,3400,Ossi,Lannister
3755,Ella,Isakson,3860,Fredrik,Ledin
4132,Rain,Kozlov,2942,Konstanty,Pietrzak
4139,Mia,Peterson,1978,Chloe,Sanchez
2935,Amelia,Lannister,1631,Loane,Etienne
2150,Nicole,Lannister,3508,Henrik,Zetterberg
2150,Nicole,Lannister,3699,Erik,Ledin
2150,Nicole,Lannister,2867,Damian,Lannister
4153,Eliise,Paju,2112,Vanessa,Lannister
4153,Eliise,Paju,2253,Maria,Rizzi
4657,Ivo,Scholten,0751,Valeria,Rohacik
2614,Maciej,Lannister,1718,Romain,Targaryen
2614,Maciej,Lannister,2351,Irene,Negri
2614,Maciej,Lannister,2018,Irene,Vitale
2614,Maciej,Lannister,3689,Ebba,Bergstrand
4181,Sten,Kuzmin,1667,Lena,Stark
3143,Hannele,Aalto,0306,Samuel,Heinrich
2341,Andrea,Baratheon,1186,Albert,Martell
2341,Andrea,Baratheon,3619,Elsa,Hallgren
1343,Stefania,Joldea,2844,Maksymilian,Lis
0851,Dominik,Svrbik,1480,Edmond,Bocoianu
4305,Robert,Grigorieva,4281,Oskar,Andreev
3275,Mika,Yrjola,1122,Lascar,Socolescu
0039,Julian,Richter,1459,Iacob,Catargi
4641,Floor van der,Lannister,4457,Madis,Mannik
1430,Cazimir,Lipatti,1983,Adrian,Laurent
0720,Margareta,Richtar,3622,Frida,Isakson
3080,Tapio,Korhonen,2311,Giorgia,Serra
3080,Tapio,Korhonen,3257,Ossi,Bolton
0863,Lenka,Lannister,2242,Stefano,Ricci
0863,Lenka,Lannister,2996,Dorota,Adamczyk
0735,Sofia,Baratheon,2065,Eleonora,Greco
0735,Sofia,Baratheon,4856,Wim,Dijkstra
0735,Sofia,Baratheon,2380,Caterina,Tyrell
0735,Sofia,Baratheon,3011,Juhani,Vatanen
0735,Sofia,Baratheon,3612,Hannes,Skog
4752,Freek,Lannister,1811,Yasmine,Dumas
2136,Riccardo,Salvi,1110,Madalin,Mazarachi
4266,Maksim,Sild,2278,Beatrice,Baratheon
3889,Elin,Frey,2172,Giorgia,Palazzo
1294,Nicodim,Ivanescu,0134,Maila,Moller
1609,Malik,Francois,3584,Frida,Liljegren
0747,Augustin,Vicena,4005,Romet,Leppik
0747,Augustin,Vicena,3120,Lasse,Toivonen
4587,Daan van der,Velden,1830,Leonie,Hubert
3432,Veijo,Stark,2212,Luca,Parisi
3432,Veijo,Stark,2370,Gianluca,Riva
3432,Veijo,Stark,4913,Emiel de,Graaf
3432,Veijo,Stark,4079,Kevin,Kaasik
3432,Veijo,Stark,0497,Martha,Kraus
3432,Veijo,Stark,0157,Lenny,Greyjoy
3432,Veijo,Stark,4513,Eline van der,Stark
3432,Veijo,Stark,1626,Salome,Rodriguez
3432,Veijo,Stark,3731,Edvin,Martell
3432,Veijo,Stark,3728,Casper,Lannister
3432,Veijo,Stark,0331,Sebastian,Stein
3473,Matti,Laine,2454,Daniele,Palmieri
4401,Nora,Sokolov,4765,Mark,Hofman
4200,Linda,Ivanov,0294,Aylin,Haas
4258,Sander,Ilves,4678,Wies,Dijkstra
4939,Gerard van,Greyjoy,2077,Marta,Romano
2063,Valeria,Arryn,4923,Paulien van,Wijk
2063,Valeria,Arryn,0467,Ole,Targaryen
4893,Saar,Huisman,1019,Astrid,Fatu
3504,Arvid,Zetterberg,4614,Emiel de,Bruin
3101,Mikael,Yrjola,3132,Tiina,Niinisto
2774,Ewa,Krawczyk,3869,Kajsa,Skog
2774,Ewa,Krawczyk,0269,Maria,Kuhn
4063,Markus,Lohmus,3275,Mika,Yrjola
4063,Markus,Lohmus,2868,Julia,Sikora
2343,Francesco,Lannister,3005,Jussi,Aalto
3063,Teemu,Seppala,2270,Manuel,Frey
3268,Lasse,Kivela,3370,Jaakko,Laine
0455,John,Krause,1121,Mihnea,Buhus
2629,Onufry,Tyrell,2498,Andrea,Bianco
3960,Fredrik,Liljegren,0975,Jozefina,Tyrell
4175,Maria,Lannister,3635,Arvid,Tyrell
4175,Maria,Lannister,2835,Grzegorz,Mazurek
3363,Tapani,Frey,0636,Zlatko,Vaska
2987,Bozena,Tyrell,4545,Arjan van,Vliet
0889,Tamara,Frey,0359,Marie,Schwarz
4470,Darja,Uibo,4934,Thijs van,Beek
3324,Simo,Martell,3856,Kajsa,Tyrell
3324,Simo,Martell,1419,Andrada,Bolton
3324,Simo,Martell,2327,Michele,Gallo
3324,Simo,Martell,3885,Stina,Blomberg
3324,Simo,Martell,3595,Fredrik,Blomberg
2703,Marcin,Janik,1976,Kylian,Barre
1969,Anaelle,Garcia,0372,Jasmin,Berger
4195,Maarja,Frey,2357,Silvia,Mazza
3710,Carl,Lundin,3032,Kai,Lannister
3748,Ebba,Ohlin,4068,Marten,Aleksandrov
2392,Simone,Frey,4562,Jan,Martell
2392,Simone,Frey,4341,Darja,Dimitriev
1940,Melissa,Humbert,0838,Prokop,Lannister
0364,Luis,Hoffmann,2337,Nicolo,Moro
1094,Marin,Stark,2933,Wiktor,Baratheon
1094,Marin,Stark,1528,Timeo,Lannister
1094,Marin,Stark,3538,Tova,Skog
1094,Marin,Stark,4053,Kristiina,Stark
1094,Marin,Stark,1043,Flaviu,Lannister
1094,Marin,Stark,4852,Carlijn de,Jong
1094,Marin,Stark,2359,Chiara,Guerra
2593,Cezary,Mazur,2989,Leszek,Lannister
0651,Olympia,Baratheon,1635,Lina,Lannister
0651,Olympia,Baratheon,2687,Darek,Nowak
0651,Olympia,Baratheon,3424,Juha,Koskinen
4078,Artur,Uibo,3646,Elin,Martell
2296,Greta,Longo,3241,Lotta,Kivela
3982,Tova,Kjellberg,4311,Liisa,Magi
0817,Dionyz,Baratheon,3791,Elsa,Tyrell
0817,Dionyz,Baratheon,3719,Tova,Bergstrand
3462,Ulla,Virtanen,0391,Milan,Pohl
1103,Vladimir,Rusca,3585,Astrid,Carlstedt
0707,Kristof,Minac,4087,Jaanika,Lohmus
3051,Katja,Lannister,4088,Hanna,Lannister
0116,Jannik,Braun,4975,Bart,Koning
2776,Klaudiusz,Lannister,0595,Bonifac,Sokol
4169,Arina,Martell,2314,Monica,Tyrell
4169,Arina,Martell,0025,Malte,Gross
4169,Arina,Martell,3721,Jesper,Ohlin
4169,Arina,Martell,2923,Hildegarda,Lannister
4169,Arina,Martell,0219,Jayden,Lange
1647,Mehdi,Leveque,3000,Vaino,Nurmi
3542,Joel,Bergman,1602,Mathis,Pasquier
0849,Romana,Simon,1871,Florian,Humbert
0849,Romana,Simon,1644,Guillaume,Tyrell
3830,Ella,Wahlgren,2705,Konrad,Marciniak
2392,Simone,Frey,0168,Antonia,Lehmann
4207,Marleen,Stark,1467,Eufrosina,Baratheon
4207,Marleen,Stark,4336,Elisabeth,Kangur
4207,Marleen,Stark,3506,Klara,Ahlgren
0410,Xenia,Lannister,3848,Elin,Wisell
0410,Xenia,Lannister,1989,Clara,Frey
3062,Tarja,Jarvinen,2096,Roberta,Marini
3062,Tarja,Jarvinen,4140,Joosep,Arryn
4423,Viktoria,Peterson,2358,Filippo,Marini
3123,Jaakko,Martell,0034,Sebastian,Thoma
0027,Henry,Lannister,3308,Outi,Vatanen
0027,Henry,Lannister,0946,Tadeas,Baratheon
0027,Henry,Lannister,1657,Lauriane,Guerin
1966,Maryam,Leveque,0590,Henrich,Stodola
2758,Maria,Lis,4801,Jan,Hermans
0133,Moritz,Frank,1761,Killian,Adam
4482,Anna,Sokolov,1233,Steluta,Tapalaga
2305,Paola,Mariani,2448,Nicole,Adami
1841,Mathilde,Morin,2317,Daniele,Marini
4925,Saar de,Lannister,1146,Cristea,Stark
1710,Romeo,Aubert,2624,Lucjan,Zajac
4558,Hendrika,Jansen,2520,Kazimierz,Sobczak
3588,Elin,Lannister,0815,Sofia,Baratheon
4583,Evert van der,Wal,2949,Lucyna,Walczak
2777,Piotr,Kaczmarek,0969,Bohumir,Soltes
3438,Sofia,Greyjoy,3947,Victoria,Ledin
3098,Lotta,Lannister,0879,Oleg,Rakovan
3098,Lotta,Lannister,4007,Peeter,Laas
3098,Lotta,Lannister,2161,Alessio,Damico
3098,Lotta,Lannister,3320,Urho,Stark
0322,Paul,Moller,0128,Julia,Schultz
1347,Filofteia,Lannister,2004,Elisa,Costantino
1441,Maximilian,Fratila,2729,Mikolaj,Nowak
3837,Kalle,Zetterberg,3588,Elin,Lannister
2297,Emanuele,Moretti,2596,Adam,Pawlak
1095,Paraschiva,Tyrell,3231,Anneli,Uusimaki
3377,Leena,Vatanen,2657,Zofia,Wojcik
0486,Martin,Baumann,4291,Madis,Tomson
0733,Bonifac,Koza,3432,Veijo,Stark
2317,Daniele,Marini,1654,Felix,Renault
2851,Aneta,Sikora,4154,Daniil,Kuznetsov
4151,Mari-Liis,Baratheon,1789,Mateo,Blanc
4151,Mari-Liis,Baratheon,4986,Twan de,Koning
2177,Lucia,Ferrari,1866,Bastien,Lefebvre
2177,Lucia,Ferrari,0184,Josephine,Graf
3330,Outi,Korhonen,3345,Paivi,Lannister
0749,Rozalia,Kovacik,0343,Lilly,Jager
0884,Jolana,Brusko,0822,Jarolim,Soltes
0784,Stanislava,Andras,4244,Aleksandra,Lebedev
0784,Stanislava,Andras,3232,Veikko,Vaananen
2989,Leszek,Lannister,4828,Lisa,Dijkstra
4375,Markus,Greyjoy,3640,Ebba,Lannister
4375,Markus,Greyjoy,1670,Samuel,Carre
4375,Markus,Greyjoy,2464,Emanuele,Colombo
1621,Antonin,Menard,3029,Pekka,Yrjola
3507,Joakim,Kronberg,0433,Emma,Horn
2437,Irene,Palumbo,2129,Mattia,Baratheon
2164,Luca,Fiore,1097,Laura,Mota
3917,Edvin,Ledin,0792,Maria,Huska
3917,Edvin,Ledin,2845,Hugon,Lis
4297,Hendrik,Lepp,3679,Hampus,Wiberg
2705,Konrad,Marciniak,1525,Charlotte,Baratheon
1657,Lauriane,Guerin,1722,Matheo,Robin
4418,Henri,Smirnov,0420,Luis,Lannister
1535,Jordan,Dumas,1862,Loevan,Huet
1956,Remi,Tyrell,1554,Jade,Lannister
4465,Darja,Targaryen,0862,Alica,Tyrell
4798,Chris van,Dijk,0010,Daniel,Becker
2037,Edoardo,Giordano,4359,Romet,Koval
3536,Elvira,Greyjoy,0136,Robin,Hartmann
0970,Alojza,Melichercik,4130,Marleen,Mitt
3168,Vaino,Jokinen,4061,Martin,Targaryen
2169,Claudio,Martell,3388,Veijo,Lannister
3247,Kim,Vatanen,0370,Finn,Greyjoy
2878,Artur,Lis,0003,Julian,Krause
2878,Artur,Lis,4346,Marili,Teder
2878,Artur,Lis,3554,Hannes,Hallgren
0257,Katharina,Arnold,1306,Miruna,Campeanu
0967,Slava,Madej,2296,Greta,Longo
4298,Oliver,Sarapuu,3852,Ronja,Ahlgren
3217,Paivi,Lannister,4912,Reinout van,Greyjoy
2114,Nicola,Frey,1534,Alice,Barbier
2114,Nicola,Frey,2826,Celina,Lannister
2615,Nikodem,Kazmierczak,2951,Sylwia,Lannister
0337,Jason,Frey,3671,Ella,Bergstrand
3731,Edvin,Martell,2721,Bogna,Tyrell
3731,Edvin,Martell,0066,Lisa,Koch
0882,Luboslav,Tyrell,4038,Mia,Frey
2687,Darek,Nowak,1706,Mehdi,Cousin
0374,Katharina,Peters,2539,Ksawery,Martell
2650,Olaf,Greyjoy,2506,Wiktoria,Pietrzak
2650,Olaf,Greyjoy,2064,Anna,Adami
2650,Olaf,Greyjoy,0332,Leni,Sauer
1707,Baptiste,Martin,4264,Emma,Targaryen
1411,Damian,Parvulescu,1035,Pompilia,Iacobescu
1604,Leo,Bailly,0921,Jozefina,Greyjoy
1604,Leo,Bailly,1980,Gaspard,Leroux
4494,Oliver,Luik,3319,Taneli,Vaananen
4494,Oliver,Luik,0247,Lotta,Kruger
1731,Emile,Giraud,1466,Florea,Hanu
2694,Piotr,Szczepaniak,2428,Giada,Baratheon
4652,Christien van der,Horst,0096,Anton,Schneider
3425,Tiina,Koskinen,4777,Sjors van,Frey
4956,Eelco,Willemsen,3044,Tapani,Lannister
3769,Andreas,Zetterberg,3913,August,Kjellberg
4035,Peeter,Jarv,4579,Eefke,Post
1329,Savina,Tyrell,3579,Gustav,Hallgren
1329,Savina,Tyrell,2487,Luca,Serra
1072,Denisa,Morar,4276,Aleksander,Jarv
4759,Leentje van der,Velden,0404,Wolfgang,Becker
0597,Zina,Michalech,4208,Mirtel,Tyrell
0597,Zina,Michalech,0651,Olympia,Baratheon
0285,Jona,Pfeiffer,1254,Carmen,Enache
1877,Pauline,Faure,0465,Emma,Voigt
3547,Emanuel,Bagge,1266,Olivia,Sturdza
0780,Berta,Mikus,0171,Johann,Huber
4234,Robert,Mihhailov,4534,Wim,Smeets
0934,Danica,Minac,1027,Ileana,Martell
0701,Karol,Kral,4834,Thomas,Martell
0701,Karol,Kral,3406,Outi,Yrjola
1309,Nidia,Baratheon,0166,Martha,Lannister
1309,Nidia,Baratheon,2529,Lucyna,Kubiak
1309,Nidia,Baratheon,4881,Lieke,Hendriks
1309,Nidia,Baratheon,3219,Mikael,Lannister
1309,Nidia,Baratheon,0368,Nina,Schultz
1309,Nidia,Baratheon,0587,Valentin,Andras
1309,Nidia,Baratheon,2475,Silvia,Farina
4932,Geert,Hofman,2645,Karol,Szulc
4932,Geert,Hofman,0289,Milan,Tyrell
3367,Maria,Toivonen,4864,Sara van der,Bolton
3367,Maria,Toivonen,1687,Desiree,Gay
3367,Maria,Toivonen,1324,Florin,Barcianu
3367,Maria,Toivonen,0438,Sam,Gross
3122,Kalle,Lannister,0041,Leonard,Schreiber
3122,Kalle,Lannister,3398,Juha,Siniranta
2588,Wiktoria,Baratheon,4985,Luuk,Bolton
3061,Virpi,Kosunen,0594,Sidonia,Valent
3061,Virpi,Kosunen,1741,Lola,Stark
3948,Casper,Zetterberg,0526,Rebeka,Mojzis
0221,Mathilda,Schumacher,2860,Izabela,Janik
0221,Mathilda,Schumacher,1064,Dora,Lannister
4393,Raido,Tyrell,1499,Olimpia,Greyjoy
4393,Raido,Tyrell,2131,Noemi,Barone
4997,Valentijn,Peters,0014,Jannis,Doring
1980,Gaspard,Leroux,2885,Kazimierz,Szewczyk
0636,Zlatko,Vaska,0314,Felix,Lang
0554,Barbora,Martell,4632,Mathijs,Bolton
0039,Julian,Richter,1368,Teodora,Gaina
2680,Bartek,Targaryen,4158,Liisa,Martell
2680,Bartek,Targaryen,2542,Eliza,Kolodziej
2680,Bartek,Targaryen,2042,Valeria,Giordano
2680,Bartek,Targaryen,4532,Emma,Kramer
2680,Bartek,Targaryen,1198,Amedeu,Drumur
3019,Tapani,Lannister,3162,Emma,Aalto
1345,Casian,Lannister,1284,Emanoil,Taranu
0562,Adela,Baratheon,3990,Elvira,Bergman
3332,Marja,Mottola,2724,Cezary,Bak
4908,Nelleke de,Koning,3100,Marja,Niinisto
1801,Gilbert,Tyrell,4292,Rasmus,Saks
4433,Sander,Kallas,3593,Edvin,Johansson
4031,Nora,Puusepp,3249,Kalevi,Jarvinen
4055,Aleksander,Teder,1308,Ion,Baratheon
3417,Jouni,Tyrell,4784,Twan de,Vos
4461,Mirtel,Lannister,2902,Sandra,Szulc
4461,Mirtel,Lannister,3674,Selma,Hallgren
2135,Matteo,Baratheon,4110,Nora,Toom
2135,Matteo,Baratheon,0923,Denis,Polak
1914,Arthur,Arryn,4583,Evert van der,Wal
1914,Arthur,Arryn,0957,Metod,Kubik
1321,Floriana,Raksi,0203,Sam,Schubert
3314,Ella,Greyjoy,1363,Ariadna,Partos
3314,Ella,Greyjoy,2664,Grzegorz,Dudek
4477,Anastasia,Oja,4324,Rauno,Lebedev
3482,Kim,Yrjola,1399,Ilarie,Videanu
0084,Joel,Meyer,1138,Ernest,Ciupe
2029,Fabio,Palmieri,3183,Antero,Vatanen
2294,Mirko,Costa,1798,Eva,Roy
4217,Kevin,Laas,0292,Tom,Jager
3109,Yrjo,Makela,4082,Maksim,Zaitsev
2645,Karol,Szulc,2513,Marzena,Tyrell
3315,Jyri,Laine,2408,Salvatore,Fiore
3349,Virpi,Laine,2258,Jacopo,Amato
3466,Matti,Koskinen,0705,Alexander,Bartovic
3466,Matti,Koskinen,0084,Joel,Meyer
1368,Teodora,Gaina,0997,Cecilia,Hrmo
0960,Adolf,Martell,2579,Klaudia,Stark
0960,Adolf,Martell,2450,Francesca,Giuliani
0960,Adolf,Martell,1048,Iustinian,Stark
1236,Mona,Stanculescu,2227,Camilla,Stark
3573,Joakim,Wisell,2484,Federica,Palmieri
0089,Oskar,Peters,3360,Juha,Aalto
1682,Tom,Menard,2226,Enrico,Giordano
2422,Roberta,Amato,3374,Kim,Jarvinen
2813,Iwona,Nowak,3429,Katja,Siniranta
4539,Ido van,Doorn,2930,Zaneta,Martell
3597,Edvin,Frey,4488,Polina,Lannister
3283,Juhani,Jarvinen,3470,Johanna,Uusimaki
4124,Milana,Bogdanov,3631,Johan,Thorsell
3617,Edvin,Isakson,0870,Frederik,Michalka
2083,Alessio,Barbieri,2710,Magda,Kolodziej
0464,Johannes,Jager,3922,August,Frey
4428,Arina,Rebane,2441,Valerio,Colombo
0347,Ben,Baratheon,2197,Davide,Lannister
0347,Ben,Baratheon,0378,Eva,Frey
4224,Nikita,Kuusk,1141,Monica,Frey
1375,Panait,Gherghel,4381,Hendrik,Kozlov
1822,Nathan,Antoine,4890,Lonneke de,Martell
4961,Eva van,Leeuwen,0682,Gregor,Krajcovic
4088,Hanna,Lannister,2755,Dawid,Bak
4088,Hanna,Lannister,3630,Elsa,Greyjoy
4088,Hanna,Lannister,2455,Simona,Stark
1212,Janeta,Parvulescu,1872,Sara,Chauvin
1606,Romane,Riviere,1721,Cedric,Dumont
0764,Drahoslava,Hrusovsky,4868,Wim,Groen
3178,Mika,Nieminen,1202,Mara,Lannister
1593,Lola,Philippe,2939,Urszula,Lannister
3471,Simo,Kivela,3220,Paivi,Laine
1287,Beatrice,Martell,4146,Oskar,Alekseev
3001,Akseli,Vaananen,3226,Annikki,Mottola
4808,Hanneke van,Dijk,1916,Tristan,Bourgeois
2690,Tomasz,Sikora,0217,Emil,Martin
0924,Jela,Bena,4905,Veerle van der,Velden
0924,Jela,Bena,4430,Anastasia,Belov
3889,Elin,Frey,3072,Marjut,Lahteenmaki
3223,Marja,Hamalainen,0875,Simona,Moravcik
3008,Ville,Frey,4860,Neeltje,Dekker
0575,Zita,Surka,1474,Teodora,Ghinea
4890,Lonneke de,Martell,1799,Maryam,Dufour
4885,Barbara,Schipper,2990,Dominika,Michalak
1125,Petronela,Baghiu,0649,Milada,Kropilak
3501,Maja,Ohlin,3561,Ebba,Stark
4793,Reinout van den,Heuvel,3453,Ulla,Uusimaki
1135,Luminita,Targaryen,0791,Bronislava,Vlnka
1135,Luminita,Targaryen,2080,Lorenzo,Martell
1135,Luminita,Targaryen,2560,Hieronim,Szczepaniak
1135,Luminita,Targaryen,3984,Vendela,Thorsell
1135,Luminita,Targaryen,2269,Vanessa,Baratheon
2646,Jadwiga,Adamczyk,3911,Ronja,Ekman
3563,Selma,Kjellberg,2763,Grazyna,Wojcik
2904,Horacy,Sobczak,1299,Razvan,Martell
